state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge,churn
NV,178,area_code_408,no,no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,610.0,338,69.38,no
NY,156,area_code_408,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,619.0999999999999,328,57.10999999999999,no
SC,100,area_code_510,no,no,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,397.4,220,36.82,no
VA,106,area_code_415,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,692.0999999999999,299,69.36,no
LA,79,area_code_408,no,no,0,174.8,88,29.72,197.0,94,16.75,87.0,103,3.92,8.6,6,2.32,3,458.8,285,50.39,no
KS,86,area_code_408,no,yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,717.5,293,70.34,no
IL,81,area_code_415,no,yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,604.5999999999999,317,62.53,no
FL,79,area_code_510,no,no,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,6,3.78,3,615.9,380,55.629999999999995,no
NJ,112,area_code_408,no,no,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,834.0999999999999,349,89.75,yes
NV,90,area_code_415,no,no,0,203.4,146,34.58,226.7,117,19.27,152.4,105,6.86,7.3,4,1.97,1,582.5,368,60.709999999999994,no
UT,57,area_code_415,no,no,0,202.0,100,34.34,168.9,90,14.36,231.8,119,10.43,3.4,4,0.92,1,602.7,309,59.13,no
VA,66,area_code_415,no,no,0,145.6,105,24.75,250.9,82,21.33,156.6,102,7.05,12.2,7,3.29,1,553.1,289,53.129999999999995,no
MA,130,area_code_408,no,no,0,162.0,62,27.54,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46,1,637.6,252,60.07,no
MS,130,area_code_510,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,685.5,348,71.97,no
TX,123,area_code_408,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,607.7,279,66.69,no
MT,83,area_code_408,no,no,0,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75,2,623.5999999999999,337,60.59,no
ID,56,area_code_510,no,no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,480.40000000000003,281,46.949999999999996,no
DC,108,area_code_510,yes,yes,36,153.8,105,26.15,246.2,62,20.93,150.9,125,6.79,11.1,4,3.0,1,550.9,292,53.87,no
NH,149,area_code_415,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,492.2,317,43.78,yes
PA,84,area_code_415,no,no,0,109.1,114,18.55,231.4,113,19.67,274.0,112,12.33,9.6,4,2.59,0,614.5,339,50.55,no
MA,67,area_code_415,no,yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,575.0,343,54.4,no
SC,103,area_code_415,no,yes,30,254.1,75,43.2,200.4,116,17.03,185.9,109,8.37,6.6,2,1.78,2,640.4,300,68.60000000000001,no
TN,105,area_code_510,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,461.4,267,43.080000000000005,no
NM,111,area_code_415,no,no,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,481.6,293,47.089999999999996,yes
CO,192,area_code_415,no,no,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,622.3,291,60.13,no
AK,100,area_code_415,no,yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,596.7,309,60.580000000000005,no
AR,33,area_code_415,yes,no,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,440.90000000000003,305,46.46,no
NY,77,area_code_510,no,no,0,124.1,92,21.1,214.9,131,18.27,241.3,132,10.86,13.7,3,3.7,0,580.3,355,50.230000000000004,no
NH,74,area_code_408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,714.1,300,77.44999999999999,yes
MA,126,area_code_408,no,yes,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,523.3,288,43.129999999999995,no
TN,102,area_code_408,no,no,0,157.4,83,26.76,47.3,102,4.02,160.4,92,7.22,11.4,5,3.08,0,365.1,277,38.0,no
WI,120,area_code_415,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,733.4000000000001,312,76.44000000000001,no
UT,169,area_code_408,no,no,0,157.8,96,26.83,160.0,120,13.6,198.8,112,8.95,13.7,6,3.7,3,516.6,328,49.379999999999995,no
SD,88,area_code_408,no,no,0,142.2,107,24.17,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,543.8,290,52.73,no
NC,52,area_code_408,yes,no,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1,635.3,306,58.51,no
KS,39,area_code_408,no,no,0,181.2,71,30.8,344.9,108,29.32,213.6,145,9.61,12.1,2,3.27,3,739.6999999999999,324,69.73,no
CT,112,area_code_415,no,yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,629.0,321,63.98,no
SD,158,area_code_415,no,no,0,98.2,87,16.69,198.3,71,16.86,246.0,99,11.07,13.0,5,3.51,2,542.5,257,44.62,no
CO,128,area_code_510,no,no,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4,692.3,270,63.86,no
VA,139,area_code_510,no,yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,663.8,337,59.45,no
MD,117,area_code_415,no,no,0,223.7,73,38.03,205.2,69,17.44,282.9,51,12.73,11.1,1,3.0,2,711.8,193,68.2,no
MS,45,area_code_415,no,no,0,142.7,80,24.26,205.4,135,17.46,228.1,87,10.26,12.0,11,3.24,2,576.2,302,51.98,no
AZ,43,area_code_415,no,no,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,659.5,337,62.2,no
NJ,151,area_code_415,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,592.0,254,52.64,no
KS,101,area_code_415,no,no,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,670.6,244,68.08,no
CT,100,area_code_415,no,yes,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2.0,0,583.5,268,54.94,no
PA,137,area_code_415,no,no,0,248.3,63,42.21,250.4,108,21.28,159.1,94,7.16,9.6,4,2.59,1,657.8000000000001,265,70.65,no
VT,100,area_code_510,no,no,0,254.2,97,43.21,262.0,88,22.27,256.3,82,11.53,13.6,6,3.67,0,772.5,267,77.01,yes
DE,53,area_code_415,no,yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,537.5,293,49.67999999999999,no
WV,80,area_code_415,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,643.6,239,66.44,no
WI,143,area_code_510,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,547.4,331,53.87,no
TX,119,area_code_510,no,no,0,107.2,100,18.22,221.1,100,18.79,212.6,96,9.57,8.3,3,2.24,2,540.9,296,46.58,no
NH,171,area_code_415,no,no,0,262.1,78,44.56,171.6,113,14.59,208.7,100,9.39,5.3,3,1.43,0,642.4000000000001,291,68.54,no
NJ,93,area_code_415,yes,yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,532.6,331,54.2,no
WI,149,area_code_415,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,439.0,276,42.29,yes
MA,122,area_code_408,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,631.6,271,63.58,no
CA,120,area_code_510,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,577.3,309,51.0,no
SD,145,area_code_408,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,575.3,300,51.349999999999994,no
VT,128,area_code_408,no,no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,722.0,283,73.08000000000001,yes
NH,88,area_code_415,no,no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,658.4,278,63.56999999999999,no
KS,104,area_code_408,no,no,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1,575.3,324,55.82,no
PA,43,area_code_408,no,no,0,212.5,88,36.13,274.1,145,23.3,194.6,52,8.76,8.6,6,2.32,0,681.2,285,68.19000000000001,no
WI,111,area_code_415,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,642.4,296,68.38,no
SD,87,area_code_415,no,yes,33,125.0,99,21.25,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,575.6,275,50.94,no
IN,58,area_code_415,no,yes,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,637.0999999999999,298,66.24000000000001,no
KS,101,area_code_510,no,yes,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,551.7,356,49.55,no
MS,130,area_code_510,no,no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,528.2,281,56.919999999999995,no
OH,86,area_code_415,no,yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,693.6,303,66.87,no
IN,158,area_code_408,no,no,0,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35,1,601.8,356,52.55,no
NY,21,area_code_415,no,no,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,694.2,285,68.55,no
FL,100,area_code_415,no,no,0,303.0,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1,613.8,284,72.52,yes
FL,185,area_code_408,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,455.5,290,38.989999999999995,no
KY,53,area_code_510,no,no,0,171.5,75,29.16,224.5,111,19.08,187.4,84,8.43,9.7,6,2.62,1,583.4,270,56.669999999999995,no
ND,81,area_code_415,no,no,0,234.1,105,39.8,237.4,88,20.18,240.6,85,10.83,11.4,4,3.08,1,712.1,278,70.81,no
MN,53,area_code_415,no,no,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,564.8,286,54.169999999999995,no
NJ,127,area_code_510,no,no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,705.5,311,71.08,yes
AK,132,area_code_510,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,742.2,311,68.61,no
RI,75,area_code_415,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,595.5,284,50.6,no
MI,57,area_code_415,no,no,0,140.0,100,23.8,174.7,102,14.85,258.5,111,11.63,13.3,4,3.59,1,573.2,313,50.28,no
CT,68,area_code_510,yes,no,0,197.7,99,33.61,188.8,106,16.05,254.6,80,11.46,19.2,4,5.18,3,641.1,285,61.12,yes
WV,117,area_code_510,yes,no,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,610.7,340,62.269999999999996,no
ND,98,area_code_510,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,564.5999999999999,344,56.63,no
VA,127,area_code_408,no,yes,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,718.8,254,63.8,no
TN,108,area_code_408,no,yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,682.8,292,62.05,no
AR,115,area_code_415,no,yes,37,184.1,67,31.3,159.4,104,13.55,193.3,121,8.7,13.3,3,3.59,0,536.8,292,53.55,no
OR,95,area_code_415,no,no,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,682.0,301,73.66,yes
SC,104,area_code_415,no,no,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,512.8,381,44.2,no
HI,128,area_code_510,no,yes,28,115.4,96,19.62,185.4,94,15.76,209.3,69,9.42,17.7,4,4.78,0,510.1,259,44.800000000000004,no
KY,111,area_code_415,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,631.3,310,68.56,no
ME,77,area_code_415,no,no,0,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62,0,555.7,303,58.129999999999995,no
WA,143,area_code_415,no,no,0,211.4,94,35.94,184.5,89,15.68,243.2,108,10.94,5.5,5,1.49,1,639.0999999999999,291,62.559999999999995,yes
TX,130,area_code_415,no,no,0,159.9,70,27.18,236.8,127,20.13,227.9,95,10.26,9.0,1,2.43,1,624.6,292,57.57,no
RI,127,area_code_510,no,no,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,435.2,312,38.67,no
CT,105,area_code_408,no,no,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,598.0,245,61.790000000000006,no
ID,96,area_code_408,no,no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,610.5,291,59.89,no
WI,95,area_code_415,no,no,0,198.9,101,33.81,209.7,91,17.82,145.3,55,6.54,11.4,4,3.08,1,553.9000000000001,247,58.17,no
WV,144,area_code_415,no,no,0,201.1,99,34.19,303.5,74,25.8,224.0,119,10.08,13.2,2,3.56,1,728.6,292,70.07,no
ME,67,area_code_415,no,no,0,208.0,95,35.36,234.8,81,19.96,266.0,80,11.97,11.7,6,3.16,3,708.8,256,67.29,no
NY,137,area_code_415,yes,no,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,596.0,336,55.019999999999996,no
OH,110,area_code_415,no,yes,37,227.9,80,38.74,101.9,141,8.66,188.1,110,8.46,5.1,6,1.38,0,517.9,331,55.86000000000001,no
CO,125,area_code_415,no,no,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,576.7,316,47.9,no
IN,130,area_code_408,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,592.3,361,59.76,no
TX,57,area_code_415,no,no,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,577.1,328,54.41,no
UT,37,area_code_510,no,no,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,626.3,305,68.35,no
NV,58,area_code_408,no,no,0,191.3,120,32.52,216.4,124,18.39,100.3,132,4.51,8.6,9,2.32,3,508.00000000000006,376,55.42,no
WV,109,area_code_415,no,no,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,548.4,308,56.34,no
ID,43,area_code_415,no,yes,36,93.1,68,15.83,246.1,83,20.92,94.9,109,4.27,8.7,8,2.35,1,434.1,260,41.019999999999996,no
NE,99,area_code_415,no,no,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,541.5999999999999,252,53.69,no
SD,93,area_code_510,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,783.3,309,82.33,yes
MD,136,area_code_415,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,668.6,265,68.35,no
AR,88,area_code_415,no,no,0,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21,0,468.0,320,47.82,no
MN,152,area_code_415,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,594.1,223,72.58,yes
NC,111,area_code_415,no,no,0,162.1,98,27.56,217.6,87,18.5,264.1,107,11.88,7.7,1,2.08,0,643.8,292,57.940000000000005,no
IL,117,area_code_408,no,no,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,495.8,287,44.69,no
LA,109,area_code_408,no,no,0,123.0,111,20.91,237.2,103,20.16,258.8,91,11.65,9.3,12,2.51,1,619.0,305,52.72,no
OR,190,area_code_415,no,no,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,434.1,309,44.51,no
KS,67,area_code_510,no,no,0,129.0,78,21.93,188.0,116,15.98,235.0,102,10.58,11.2,3,3.02,2,552.0,296,48.489999999999995,no
NV,64,area_code_415,no,no,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,472.4,262,40.85,no
TX,150,area_code_510,no,no,0,178.9,101,30.41,169.1,110,14.37,148.6,100,6.69,13.8,3,3.73,4,496.6,311,51.47,yes
WY,78,area_code_408,no,no,0,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,588.0999999999999,325,61.16,no
AR,95,area_code_415,no,no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,480.1,290,37.92,no
WA,62,area_code_415,yes,no,0,180.9,121,30.75,134.3,107,11.42,179.3,74,8.07,8.6,2,2.32,2,494.50000000000006,302,50.24,yes
MS,86,area_code_510,no,yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,630.3,324,69.58,no
NJ,136,area_code_408,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,554.4,341,57.260000000000005,no
NV,94,area_code_510,no,no,0,175.9,121,29.9,222.1,94,18.88,191.8,123,8.63,10.9,5,2.94,1,589.8,338,57.410000000000004,no
WV,58,area_code_408,no,yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,696.8,255,68.81,no
MI,88,area_code_415,no,yes,14,298.8,92,50.8,207.3,86,17.62,257.9,65,11.61,11.9,4,3.21,5,764.0,243,80.03,no
AZ,63,area_code_415,no,yes,19,163.0,75,27.71,238.4,103,20.26,171.8,100,7.73,11.3,3,3.05,3,573.2,278,55.7,no
RI,70,area_code_415,no,no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,630.8,299,54.660000000000004,no
ME,123,area_code_408,no,no,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,581.6,316,49.14,no
VA,112,area_code_408,no,yes,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,726.9,305,67.11,no
MO,99,area_code_408,no,no,0,193.3,51,32.86,240.1,117,20.41,145.7,92,6.56,12.2,4,3.29,1,579.0999999999999,260,59.83,no
MA,129,area_code_510,yes,no,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,583.5999999999999,362,57.790000000000006,no
AL,102,area_code_408,no,no,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,521.7,302,56.74,no
WY,28,area_code_415,no,no,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,645.2,304,62.46,no
OK,32,area_code_510,no,no,0,230.7,122,39.22,204.7,134,17.4,142.0,86,6.39,8.7,3,2.35,2,577.4,342,63.01,no
NC,122,area_code_415,no,no,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73,3,590.4,212,60.23,no
IL,58,area_code_415,yes,yes,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,608.5,301,56.129999999999995,no
KS,92,area_code_408,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,464.9,317,35.97,yes
WV,167,area_code_510,no,no,0,191.5,93,32.56,163.8,76,13.92,189.1,103,8.51,14.1,9,3.81,1,544.4,272,54.99,no
VA,128,area_code_415,no,no,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,596.7,300,60.0,no
MN,115,area_code_510,yes,no,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,521.9,334,47.55,yes
DE,2,area_code_415,yes,no,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,463.6,249,42.940000000000005,yes
VT,60,area_code_415,no,no,0,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,489.0,362,49.64,no
SD,65,area_code_408,no,yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,659.8,252,71.06,no
WI,105,area_code_408,no,no,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,533.9,283,51.4,no
NM,137,area_code_408,yes,no,0,312.4,110,53.11,231.1,73,19.64,120.1,78,5.4,10.6,2,2.86,1,663.6,261,78.15,yes
NM,25,area_code_415,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,599.7,274,50.36000000000001,no
AL,95,area_code_415,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,600.8,312,60.669999999999995,no
UT,82,area_code_510,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,597.6,274,61.54,no
GA,50,area_code_408,no,yes,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,816.6,314,75.12,no
ND,167,area_code_408,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,630.9,291,65.5,no
FL,115,area_code_510,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,490.3,367,47.17,no
AR,42,area_code_510,no,no,0,155.1,110,26.37,160.8,109,13.67,237.4,115,10.68,11.3,2,3.05,3,553.3,334,50.72,no
CO,71,area_code_415,no,no,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,536.2,326,64.08999999999999,no
NJ,127,area_code_510,no,no,0,262.9,95,44.69,175.9,126,14.95,202.1,101,9.09,7.5,5,2.03,1,640.9,322,68.73,no
MI,74,area_code_415,no,no,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,418.1,320,39.74,no
WY,126,area_code_408,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,729.4000000000001,342,67.38000000000001,no
VT,50,area_code_415,yes,yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0,771.4,281,84.68,no
ME,99,area_code_415,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,645.9000000000001,272,64.3,no
MN,98,area_code_415,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,434.5,320,36.11,no
IL,55,area_code_415,no,no,0,203.7,80,34.63,230.2,112,19.57,120.3,48,5.41,9.4,1,2.54,3,554.1999999999999,240,59.61,no
SD,78,area_code_408,no,no,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,709.1,289,63.69,no
MA,73,area_code_408,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,579.4,335,49.06,no
NV,41,area_code_510,no,no,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,601.0,317,58.269999999999996,no
MA,97,area_code_408,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,688.8,242,71.01,no
OR,134,area_code_415,no,yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,478.40000000000003,341,52.949999999999996,no
NY,119,area_code_415,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,534.9,276,48.93,no
OK,87,area_code_415,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,494.2,303,51.870000000000005,no
WV,139,area_code_415,no,no,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,563.9000000000001,369,65.56,no
NY,119,area_code_408,no,no,0,153.2,131,26.04,116.6,85,9.91,218.5,74,9.83,10.1,5,2.73,1,488.29999999999995,290,45.78,no
OR,28,area_code_415,no,no,0,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14.0,4,3.78,2,555.6,294,53.35,no
CT,169,area_code_510,no,no,0,192.8,98,32.78,273.2,125,23.22,266.3,102,11.98,11.4,6,3.08,2,732.3,325,67.98,no
IN,122,area_code_408,no,no,0,170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,1,592.8,278,54.94,no
PA,101,area_code_415,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,681.4,322,65.49,no
OK,49,area_code_415,no,no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,718.7,300,69.67,no
IA,157,area_code_415,no,no,0,248.7,113,42.28,251.8,79,21.4,262.7,46,11.82,7.5,3,2.03,5,763.2,238,75.5,yes
TX,129,area_code_415,no,yes,23,210.7,119,35.82,137.4,51,11.68,248.2,92,11.17,7.9,6,2.13,2,596.3,262,58.67,no
HI,94,area_code_408,no,no,0,226.6,119,38.52,199.8,111,16.98,219.4,141,9.87,11.7,2,3.16,3,645.8,371,65.37,no
MN,150,area_code_415,no,yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,545.9,285,53.16,no
TX,110,area_code_415,no,yes,30,144.1,87,24.5,229.8,88,19.53,174.7,90,7.86,12.4,4,3.35,2,548.5999999999999,265,51.89,no
KY,125,area_code_408,no,no,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,607.4,346,59.51,no
NE,124,area_code_510,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,635.1,358,62.95,no
GA,99,area_code_510,no,no,0,214.9,103,36.53,218.4,121,18.56,272.6,110,12.27,9.6,3,2.59,2,705.9000000000001,334,67.36,no
DE,89,area_code_510,yes,no,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,520.3,306,47.64,no
AZ,192,area_code_415,no,yes,36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,650.8,286,57.43000000000001,no
NJ,66,area_code_415,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,712.1999999999999,295,63.17,no
MT,54,area_code_415,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,718.6999999999999,268,76.36,yes
DE,183,area_code_415,no,yes,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,552.1,349,47.07,no
